id,username,created_at,lng,lat,text
1518048832579375104,Brad_Koblin,Sun Apr 24 02:07:00 +0000 2022,-81.6937,41.4996,"Spring Photo Dumping Time 🌸💐☀️✨🤩 @ Cleveland, Ohio https://t.co/O165FsMU9o"
1518048833875283968,MissFeliz,Sun Apr 24 02:07:00 +0000 2022,-122.0404295,37.8936665,@Acyn Real question:How is this guy allowed to run around the country spewing all the stuff when he try to overthrow the government?
1518048834131140609,lindasue0818,Sun Apr 24 02:07:00 +0000 2022,-122.113371,37.697062,@LukeRussell1281 🤭Mouse trap
1518048834475155456,JuliusCurving,Sun Apr 24 02:07:00 +0000 2022,-73.8311875,40.6708795,Scary
1518048833057480706,RealAlliKat,Sun Apr 24 02:07:00 +0000 2022,-87.2663785,41.572668,Today was stupid https://t.co/CyDi7QQbzF
1518048835305717761,KynDawg,Sun Apr 24 02:07:00 +0000 2022,-73.9487755,40.655138,@KingDon1k I just feel like you'd laugh at this
1518048836299591681,TomBoy_Ty,Sun Apr 24 02:07:01 +0000 2022,-104.92209349999999,39.713563,I I eat once a day my kids it's 3 or more but whatever.
1518048836328984576,John68Richmond,Sun Apr 24 02:07:01 +0000 2022,-123.123581,49.257639,@jen_keesmaat Giod bless them ( the tourism workers)
1518048838153478144,LiamODin,Sun Apr 24 02:07:01 +0000 2022,-118.346138,33.914068,@billyjarrettugh Absolutely love that movie
1518048837444808705,silversj,Sun Apr 24 02:07:01 +0000 2022,-93.2588945,45.0802255,Having a walk down by our local creek with 5 was one of the highlights of my day. https://t.co/eWiEZELcyb
1518048838677938177,Aszneth,Sun Apr 24 02:07:01 +0000 2022,-84.266174,30.476215500000002,@ChrisAFilippone @ProfessorFrenzy @anitakearney65 @JnliveT @2084_eric @sym4dvl @hcmv007 @CatVictory @Nerikull… https://t.co/0NCOdKb7bG
1518048839202127872,RealAlliKat,Sun Apr 24 02:07:01 +0000 2022,-87.2663785,41.572668,My friend also had a shit day with food ;-; https://t.co/FRYwrJNpmI
1518048840024088577,ItzMrBlunt2Yall,Sun Apr 24 02:07:02 +0000 2022,-117.104989,32.810012,It just goes back to the fact that real team building/cohesion beats allat other shit.
1518048838614925313,CurlySueChick19,Sun Apr 24 02:07:01 +0000 2022,-73.9685415,40.780709,Making ravioli from scratch with my cousins! #nyc #brooklyn #italian #italianfood #ravioli #homemade #homemadepasta… https://t.co/UJzovXzxFQ
1518048841966125056,nnaaatsss,Sun Apr 24 02:07:02 +0000 2022,-117.104989,32.810012,Everyone is always so shocked when I say that I’m single. “Como?” “Pero estás muy bonita” girl I’m confused too but… https://t.co/kTQBStwCmb
1518048842356338688,msthroatgod,Sun Apr 24 02:07:02 +0000 2022,-83.804475,27.698681999999998,@TSmithSr_ @Smitty3__ What he say? 👀cause I got a lil time before I go to bed
1518048842331078657,XxskyroeXx,Sun Apr 24 02:07:02 +0000 2022,-80.1491725,26.150368,We drinking tonight? 👀
1518048842343661572,Ryetyy,Sun Apr 24 02:07:02 +0000 2022,-77.49317049999999,37.529883,Maycee Barber- plz sit on my face 😩🥺
1518048842616381440,DerekShawMPA,Sun Apr 24 02:07:02 +0000 2022,-88.7537095,41.927807,@DeKalbILPolice Thanks for letting me know.
1518048842767347712,AnthonyMSG,Sun Apr 24 02:07:02 +0000 2022,-73.8494415,40.8503475,The Kevin Durant/Kyrie Irving era ain’t much better than The Alec Burks era…
1518048844168282112,bigsean82,Sun Apr 24 02:07:03 +0000 2022,-84.5330205,42.6405475,@Adam_G_H Just did
1518048844180770817,ApplePasta,Sun Apr 24 02:07:03 +0000 2022,-82.532321,28.1033755,@VincentTondy I wouldn't
1518048846047236101,cmillionard3,Sun Apr 24 02:07:03 +0000 2022,-72.757385,41.500753,@TakeNoDaysOff24 Nah she talking to him like he's Zeke. You gotta make it so we all make it 😂😂😂
1518048846059696128,EAalldayyy,Sun Apr 24 02:07:03 +0000 2022,-117.585658,33.859093,Was tired of hearing about KD &amp; Kyrie taking over the NBA 😮‍💨
1518048846814892032,TheOnePercent__,Sun Apr 24 02:07:03 +0000 2022,-75.117998,40.0048655,@SupremeDreams_1 YOU SAID the best the nba has ever seen lol that's the same thing
1518048846890377217,dakoottaa,Sun Apr 24 02:07:03 +0000 2022,-90.70264399999999,38.7796565,"unfortunately, no ☹️"
1518048847271923713,iembot_tfx,Sun Apr 24 02:07:03 +0000 2022,-110.0447835,46.6798,"At 6:00 PM MDT, 17 W White Sulphur Spri [Meagher Co, MT] MESONET reports SNOW of 4.00 INCH. CORRECTS PREVIOUS SNOW… https://t.co/oEOIBQzPt5"
1518048847951540226,MRBarylski,Sun Apr 24 02:07:03 +0000 2022,-88.0167389,43.0848846,Drinking a JJJuiceee Project Citra +  Nectaron by @TreeHouseBrewCo @ Brewylski's — https://t.co/B7nVObkq3t
1518048848123473926,A1Dayone3,Sun Apr 24 02:07:04 +0000 2022,-75.117998,40.0048655,"Lemme tell y’all how this went, next tweets"
1518048848672964608,Car_Guy_Tom,Sun Apr 24 02:07:04 +0000 2022,-88.04924650000001,42.1151285,"@dougs_cars Good word, velour. #Velour"
1518048848601657344,rare_dm_,Sun Apr 24 02:07:04 +0000 2022,-73.9487755,40.655138,I’m silly excited to tour with my new Chrome bag it’s so pretty and waterpoof!!!!!! Omg
1518048848693932035,shaiyhoward,Sun Apr 24 02:07:04 +0000 2022,-80.1783915,26.03968,Check out Rotimi's video! #TikTok https://t.co/t0WGCG2xXi
1518048848337326080,lieuTenanTbluew,Sun Apr 24 02:07:04 +0000 2022,-87.9672925,43.0567225,had some of my mosT favoriTe Times in a basemenT somewhere.. 🤔 vlieT i believe. https://t.co/D7H74O0xvx
1518048849637564416,trishinmn,Sun Apr 24 02:07:04 +0000 2022,-93.1642575,44.4497475,@ilya_poet Heartbreaking sacrilege
1518048849868242944,ProctorAnderson,Sun Apr 24 02:07:04 +0000 2022,-87.732013,41.8335845,cinnamon roll/thc/soda/bath https://t.co/Yn2s50Ip9A
1518048850669355009,jock_southern,Sun Apr 24 02:07:04 +0000 2022,-101.26794000000001,48.23281,Men in skirts 🤤🤤 https://t.co/MmOR8phjLc
1518048851671846912,MackDavis79,Sun Apr 24 02:07:04 +0000 2022,-84.53981250000001,39.137038000000004,@ddsaphoenix @PharaohJones3 My sentiments exactly.
1518048852322004992,JoeUUUUUU,Sun Apr 24 02:07:05 +0000 2022,-80.2333285,25.7823535,"Also, I have zero clue why Ben Simmons couldn’t play today. This was a game they could have absolutely used him on Tatum"
1518048852506406912,williamfreimuth,Sun Apr 24 02:07:05 +0000 2022,-109.53089349999999,38.55568,@vivarioarriba I don’t LIKE THIS
1518048852745539585,daretothink53,Sun Apr 24 02:07:05 +0000 2022,-82.49607549999999,35.408609,@kysue925 💔 you're doing the right thing...stay safe💞
1518048852779089920,Mexerican530,Sun Apr 24 02:07:05 +0000 2022,-80.1418,26.1358,Considering I lost my phone for 24 hours Fort Lauderdale wasn’t half bad. Got to see one of my besties from ships… https://t.co/AZZlIk3htY
1518048853362159627,N9T99,Sun Apr 24 02:07:05 +0000 2022,-79.7595915,43.724971,@KendrickPerkins Shut up perk you said to break up Jayson and Jaylen.
1518048853567623168,Sharkyzworld,Sun Apr 24 02:07:05 +0000 2022,-95.44648649999999,29.838495,@UHCougarBB @ajtulimero1 That’s a bad boy!
1518048853492125696,AlexOneMoreTime,Sun Apr 24 02:07:05 +0000 2022,-73.9487755,40.655138,You was cutting ass tho
1518048853781532672,Martycus,Sun Apr 24 02:07:05 +0000 2022,-80.546916,43.4821515,"@PierrePoilievre Again, how do I not control my life?"
1518048854347862016,TDeSousa87,Sun Apr 24 02:07:05 +0000 2022,-96.8917385,33.079014,🤣🤣🤣 suck it @KyrieIrving
1518048854729494529,_Good_Fella,Sun Apr 24 02:07:05 +0000 2022,-83.30251200000001,30.8560845,And Steve Nash think Ben Simmons finna save them …ha
1518048855509639168,Schwarziest,Sun Apr 24 02:07:05 +0000 2022,-87.732013,41.8335845,I'm calling it now. #BullsNation #SeeRed https://t.co/AEnbfXvT7v
1518048856461787137,dee_welcome,Sun Apr 24 02:07:06 +0000 2022,-91.0907995,30.4591,I go to hard for KD to do this cap ass shit bro..  I done broke shit fucking around with this bitch
1518048856402841600,richcacho,Sun Apr 24 02:07:06 +0000 2022,-122.2589575,38.0096245,Raise your hand if you remember the hype when the dubs signed Larry Hughes lol 😂
1518048856663113728,deshordt,Sun Apr 24 02:07:06 +0000 2022,-83.5372086,41.6513176,Drinking a Neon Beer Hug by @GooseIsland at @huntington_ctr — https://t.co/QkxgWpf6Qg
